Region,County,First Dose,Series Complete,Report as of
Finger Lakes,Wayne,52762,49589,8/21/21
Mid-Hudson,Westchester,674045,613527,8/21/21
Finger Lakes,Wyoming,18893,17657,8/21/21
Finger Lakes,Yates,12007,11239,8/21/21
Capital Region,Albany,203610,188282,8/20/21
Western New York,Allegany,18139,17029,8/20/21
New York City,Bronx,788408,683954,8/20/21
Southern Tier,Broome,111416,104610,8/20/21
Western New York,Cattaraugus,34883,32369,8/20/21
Central New York,Cayuga,41092,38280,8/20/21
Western New York,Chautauqua,64641,59638,8/20/21
Southern Tier,Chemung,39646,37262,8/20/21
Southern Tier,Chenango,26031,24374,8/20/21
North Country,Clinton,49605,47047,8/20/21
Capital Region,Columbia,37721,34781,8/20/21
Central New York,Cortland,24612,23064,8/20/21
Southern Tier,Delaware,22198,20562,8/20/21
Mid-Hudson,Dutchess,182980,164398,8/20/21
Western New York,Erie,571096,532389,8/20/21
North Country,Essex,23275,22082,8/20/21
North Country,Franklin,25875,24260,8/20/21
Mohawk Valley,Fulton,24766,23057,8/20/21
Finger Lakes,Genesee,30572,28479,8/20/21
Capital Region,Greene,26389,23895,8/20/21
North Country,Hamilton,3161,2960,8/20/21
Mohawk Valley,Herkimer,30632,28324,8/20/21
North Country,Jefferson,59962,49495,8/20/21
New York City,Kings,1441998,1288886,8/20/21
North Country,Lewis,11779,11096,8/20/21
Finger Lakes,Livingston,33495,31696,8/20/21
Central New York,Madison,45577,42543,8/20/21
Finger Lakes,Monroe,470164,443536,8/20/21
Mohawk Valley,Montgomery,28903,26912,8/20/21
Long Island,Nassau,975228,890360,8/20/21
New York City,New York,1200416,1089928,8/20/21
Western New York,Niagara,121226,113566,8/20/21
Mohawk Valley,Oneida,125618,116236,8/20/21
Central New York,Onondaga,300340,279728,8/20/21
Finger Lakes,Ontario,69946,66109,8/20/21
Mid-Hudson,Orange,202298,182165,8/20/21
Finger Lakes,Orleans,19352,18136,8/20/21
Central New York,Oswego,65019,60917,8/20/21
Mohawk Valley,Otsego,33729,31611,8/20/21
Mid-Hudson,Putnam,66365,59777,8/20/21
New York City,Queens,1621018,1452542,8/20/21
Capital Region,Rensselaer,97863,91209,8/20/21
New York City,Richmond,282017,252272,8/20/21
Mid-Hudson,Rockland,181090,162324,8/20/21
Capital Region,Saratoga,156805,147427,8/20/21
Capital Region,Schenectady,110839,102693,8/20/21
Mohawk Valley,Schoharie,16157,15144,8/20/21
Southern Tier,Schuyler,9321,8768,8/20/21
Finger Lakes,Seneca,16283,15256,8/20/21
North Country,St. Lawrence,58063,54188,8/20/21
Southern Tier,Steuben,44153,41718,8/20/21
Long Island,Suffolk,968309,874151,8/20/21
Mid-Hudson,Sullivan,39610,35896,8/20/21
Southern Tier,Tioga,21534,20290,8/20/21
Southern Tier,Tompkins,70415,66682,8/20/21
Mid-Hudson,Ulster,120073,109735,8/20/21
Capital Region,Warren,44086,41672,8/20/21
Capital Region,Washington,34780,32868,8/20/21
Finger Lakes,Wayne,52663,49538,8/20/21
Mid-Hudson,Westchester,672807,612740,8/20/21
Finger Lakes,Wyoming,18876,17644,8/20/21
Finger Lakes,Yates,11995,11231,8/20/21
Capital Region,Albany,203107,187977,8/19/21
Western New York,Allegany,18116,16960,8/19/21
New York City,Bronx,785050,681474,8/19/21
Southern Tier,Broome,111191,104487,8/19/21
Western New York,Cattaraugus,34828,32329,8/19/21
Central New York,Cayuga,41014,38198,8/19/21
Western New York,Chautauqua,64530,59568,8/19/21
Southern Tier,Chemung,39551,37205,8/19/21
Southern Tier,Chenango,25970,24334,8/19/21
North Country,Clinton,49515,47003,8/19/21
Capital Region,Columbia,37649,34734,8/19/21
Central New York,Cortland,24561,23041,8/19/21
Southern Tier,Delaware,22156,20529,8/19/21
Mid-Hudson,Dutchess,182569,164125,8/19/21
Western New York,Erie,570162,531687,8/19/21
North Country,Essex,23227,22052,8/19/21
North Country,Franklin,25831,24237,8/19/21
Mohawk Valley,Fulton,24710,23033,8/19/21
Finger Lakes,Genesee,30509,28438,8/19/21
Capital Region,Greene,26339,23866,8/19/21
North Country,Hamilton,3155,2957,8/19/21
Mohawk Valley,Herkimer,30559,28280,8/19/21
North Country,Jefferson,59833,49385,8/19/21
New York City,Kings,1437485,1285607,8/19/21
North Country,Lewis,11752,11069,8/19/21
Finger Lakes,Livingston,33454,31640,8/19/21
Central New York,Madison,45513,42508,8/19/21
Finger Lakes,Monroe,469350,443035,8/19/21
Mohawk Valley,Montgomery,28836,26869,8/19/21
Long Island,Nassau,972706,888666,8/19/21
New York City,New York,1197926,1088164,8/19/21
Western New York,Niagara,121047,113429,8/19/21
Mohawk Valley,Oneida,125404,116092,8/19/21
Central New York,Onondaga,299884,279418,8/19/21
Finger Lakes,Ontario,69853,66041,8/19/21
Mid-Hudson,Orange,201743,181716,8/19/21
Finger Lakes,Orleans,19334,18109,8/19/21
Central New York,Oswego,64912,60819,8/19/21
Mohawk Valley,Otsego,33659,31573,8/19/21
Mid-Hudson,Putnam,66231,59686,8/19/21
New York City,Queens,1616516,1449029,8/19/21
Capital Region,Rensselaer,97652,91119,8/19/21
New York City,Richmond,281173,251654,8/19/21
Mid-Hudson,Rockland,180708,162012,8/19/21
Capital Region,Saratoga,156518,147264,8/19/21
Capital Region,Schenectady,110631,102538,8/19/21
Mohawk Valley,Schoharie,16110,15110,8/19/21
Southern Tier,Schuyler,9304,8752,8/19/21
Finger Lakes,Seneca,16258,15223,8/19/21
North Country,St. Lawrence,57942,54127,8/19/21
Southern Tier,Steuben,44086,41658,8/19/21
Long Island,Suffolk,965498,872232,8/19/21
Mid-Hudson,Sullivan,39506,35821,8/19/21
Southern Tier,Tioga,21493,20262,8/19/21
Southern Tier,Tompkins,70283,66625,8/19/21
Mid-Hudson,Ulster,119807,109580,8/19/21
Capital Region,Warren,43991,41627,8/19/21
Capital Region,Washington,34725,32840,8/19/21
Finger Lakes,Wayne,52579,49458,8/19/21
Mid-Hudson,Westchester,671182,611642,8/19/21
Finger Lakes,Wyoming,18860,17628,8/19/21
Finger Lakes,Yates,11954,11220,8/19/21
Capital Region,Albany,202705,187764,8/18/21
Western New York,Allegany,18060,16911,8/18/21
New York City,Bronx,781325,679180,8/18/21
Southern Tier,Broome,110971,104355,8/18/21
Western New York,Cattaraugus,34756,32237,8/18/21
Central New York,Cayuga,40947,38146,8/18/21
Western New York,Chautauqua,64438,59480,8/18/21
Southern Tier,Chemung,39458,37133,8/18/21
Southern Tier,Chenango,25929,24313,8/18/21
North Country,Clinton,49440,46962,8/18/21
Capital Region,Columbia,37562,34690,8/18/21
Central New York,Cortland,24501,23020,8/18/21
Southern Tier,Delaware,22090,20502,8/18/21
Mid-Hudson,Dutchess,182063,163839,8/18/21
Western New York,Erie,569250,531032,8/18/21
North Country,Essex,23207,22035,8/18/21
North Country,Franklin,25792,24189,8/18/21
Mohawk Valley,Fulton,24650,23001,8/18/21
Finger Lakes,Genesee,30440,28383,8/18/21
Capital Region,Greene,26280,23819,8/18/21
North Country,Hamilton,3154,2955,8/18/21
Mohawk Valley,Herkimer,30493,28238,8/18/21
North Country,Jefferson,59721,49287,8/18/21
New York City,Kings,1432679,1282580,8/18/21
North Country,Lewis,11746,11058,8/18/21
Finger Lakes,Livingston,33408,31585,8/18/21
Central New York,Madison,45432,42456,8/18/21
Finger Lakes,Monroe,468449,442533,8/18/21
Mohawk Valley,Montgomery,28776,26820,8/18/21
Long Island,Nassau,970196,886988,8/18/21
New York City,New York,1195252,1086622,8/18/21
Western New York,Niagara,120863,113291,8/18/21
Mohawk Valley,Oneida,125124,115913,8/18/21
Central New York,Onondaga,299289,279082,8/18/21
Finger Lakes,Ontario,69677,65933,8/18/21
Mid-Hudson,Orange,201169,181346,8/18/21
Finger Lakes,Orleans,19285,18061,8/18/21
Central New York,Oswego,64807,60704,8/18/21
Mohawk Valley,Otsego,33562,31532,8/18/21
Mid-Hudson,Putnam,66095,59595,8/18/21
New York City,Queens,1611773,1445738,8/18/21
Capital Region,Rensselaer,97493,90992,8/18/21
New York City,Richmond,280026,250947,8/18/21
Mid-Hudson,Rockland,180196,161654,8/18/21
Capital Region,Saratoga,156259,147114,8/18/21
Capital Region,Schenectady,110431,102394,8/18/21
Mohawk Valley,Schoharie,16070,15067,8/18/21
Southern Tier,Schuyler,9288,8741,8/18/21
Finger Lakes,Seneca,16226,15202,8/18/21
North Country,St. Lawrence,57795,54035,8/18/21
Southern Tier,Steuben,43982,41576,8/18/21
Long Island,Suffolk,962879,870443,8/18/21
Mid-Hudson,Sullivan,39420,35746,8/18/21
Southern Tier,Tioga,21464,20241,8/18/21
Southern Tier,Tompkins,70183,66576,8/18/21
Mid-Hudson,Ulster,119561,109446,8/18/21
Capital Region,Warren,43914,41580,8/18/21
Capital Region,Washington,34639,32798,8/18/21
Finger Lakes,Wayne,52446,49348,8/18/21
Mid-Hudson,Westchester,669531,610617,8/18/21
Finger Lakes,Wyoming,18829,17600,8/18/21
Finger Lakes,Yates,11933,11207,8/18/21
Capital Region,Albany,202305,187565,8/17/21
Western New York,Allegany,18038,16887,8/17/21
New York City,Bronx,777252,676785,8/17/21
Southern Tier,Broome,110734,104208,8/17/21
Western New York,Cattaraugus,34717,32180,8/17/21
Central New York,Cayuga,40878,38105,8/17/21
Western New York,Chautauqua,64344,59398,8/17/21
Southern Tier,Chemung,39362,37073,8/17/21
Southern Tier,Chenango,25863,24281,8/17/21
North Country,Clinton,49377,46919,8/17/21
Capital Region,Columbia,37498,34647,8/17/21
Central New York,Cortland,24447,22986,8/17/21
Southern Tier,Delaware,22020,20456,8/17/21
Mid-Hudson,Dutchess,181590,163561,8/17/21
Western New York,Erie,568300,530255,8/17/21
North Country,Essex,23171,22012,8/17/21
North Country,Franklin,25751,24160,8/17/21
Mohawk Valley,Fulton,24606,22958,8/17/21
Finger Lakes,Genesee,30366,28339,8/17/21
Capital Region,Greene,26223,23782,8/17/21
North Country,Hamilton,3146,2950,8/17/21
Mohawk Valley,Herkimer,30442,28200,8/17/21
North Country,Jefferson,59626,49188,8/17/21
New York City,Kings,1427866,1279548,8/17/21
North Country,Lewis,11730,11049,8/17/21
Finger Lakes,Livingston,33345,31543,8/17/21
Central New York,Madison,45359,42408,8/17/21
Finger Lakes,Monroe,467520,441921,8/17/21
Mohawk Valley,Montgomery,28729,26781,8/17/21
Long Island,Nassau,967536,885133,8/17/21
New York City,New York,1192402,1084978,8/17/21
Western New York,Niagara,120666,113137,8/17/21
Mohawk Valley,Oneida,124865,115774,8/17/21
Central New York,Onondaga,298794,278788,8/17/21
Finger Lakes,Ontario,69531,65872,8/17/21
Mid-Hudson,Orange,200648,180981,8/17/21
Finger Lakes,Orleans,19246,18029,8/17/21
Central New York,Oswego,64650,60619,8/17/21
Mohawk Valley,Otsego,33500,31486,8/17/21
Mid-Hudson,Putnam,65929,59476,8/17/21
New York City,Queens,1606431,1442156,8/17/21
Capital Region,Rensselaer,97312,90887,8/17/21
New York City,Richmond,279030,250308,8/17/21
Mid-Hudson,Rockland,179663,161324,8/17/21
Capital Region,Saratoga,155982,146969,8/17/21
Capital Region,Schenectady,110193,102248,8/17/21
Mohawk Valley,Schoharie,16042,15047,8/17/21
Southern Tier,Schuyler,9270,8732,8/17/21
Finger Lakes,Seneca,16196,15145,8/17/21
North Country,St. Lawrence,57672,53951,8/17/21
Southern Tier,Steuben,43911,41529,8/17/21
Long Island,Suffolk,960128,868685,8/17/21
Mid-Hudson,Sullivan,39307,35680,8/17/21
Southern Tier,Tioga,21420,20210,8/17/21
Southern Tier,Tompkins,70082,66536,8/17/21
Mid-Hudson,Ulster,119351,109302,8/17/21
Capital Region,Warren,43803,41534,8/17/21
Capital Region,Washington,34575,32759,8/17/21
Finger Lakes,Wayne,52361,49292,8/17/21
Mid-Hudson,Westchester,667649,609501,8/17/21
Finger Lakes,Wyoming,18796,17586,8/17/21
Finger Lakes,Yates,11899,11183,8/17/21
Capital Region,Albany,201934,187363,8/16/21
Western New York,Allegany,18015,16860,8/16/21
New York City,Bronx,773303,674302,8/16/21
Southern Tier,Broome,110525,104096,8/16/21
Western New York,Cattaraugus,34655,32138,8/16/21
Central New York,Cayuga,40800,38052,8/16/21
Western New York,Chautauqua,64213,59300,8/16/21
Southern Tier,Chemung,39309,37039,8/16/21
Southern Tier,Chenango,25823,24245,8/16/21
North Country,Clinton,49333,46893,8/16/21
Capital Region,Columbia,37428,34603,8/16/21
Central New York,Cortland,24396,22960,8/16/21
Southern Tier,Delaware,21990,20430,8/16/21
Mid-Hudson,Dutchess,181108,163177,8/16/21
Western New York,Erie,567389,529579,8/16/21
North Country,Essex,23141,21987,8/16/21
North Country,Franklin,25729,24131,8/16/21
Mohawk Valley,Fulton,24555,22927,8/16/21
Finger Lakes,Genesee,30301,28313,8/16/21
Capital Region,Greene,26181,23731,8/16/21
North Country,Hamilton,3142,2949,8/16/21
Mohawk Valley,Herkimer,30393,28147,8/16/21
North Country,Jefferson,59561,49092,8/16/21
New York City,Kings,1422804,1276282,8/16/21
North Country,Lewis,11714,11036,8/16/21
Finger Lakes,Livingston,33277,31506,8/16/21
Central New York,Madison,45287,42346,8/16/21
Finger Lakes,Monroe,466670,441342,8/16/21
Mohawk Valley,Montgomery,28673,26752,8/16/21
Long Island,Nassau,964840,883262,8/16/21
New York City,New York,1189396,1083130,8/16/21
Western New York,Niagara,120498,113006,8/16/21
Mohawk Valley,Oneida,124634,115593,8/16/21
Central New York,Onondaga,298381,278407,8/16/21
Finger Lakes,Ontario,69378,65789,8/16/21
Mid-Hudson,Orange,200142,180641,8/16/21
Finger Lakes,Orleans,19215,18007,8/16/21
Central New York,Oswego,64523,60547,8/16/21
Mohawk Valley,Otsego,33445,31455,8/16/21
Mid-Hudson,Putnam,65785,59378,8/16/21
New York City,Queens,1601618,1438843,8/16/21
Capital Region,Rensselaer,97156,90764,8/16/21
New York City,Richmond,278180,249700,8/16/21
Mid-Hudson,Rockland,179027,160943,8/16/21
Capital Region,Saratoga,155711,146813,8/16/21
Capital Region,Schenectady,109952,102087,8/16/21
Mohawk Valley,Schoharie,16016,15021,8/16/21
Southern Tier,Schuyler,9258,8724,8/16/21
Finger Lakes,Seneca,16177,15124,8/16/21
North Country,St. Lawrence,57553,53868,8/16/21
Southern Tier,Steuben,43848,41484,8/16/21
Long Island,Suffolk,957432,866815,8/16/21
Mid-Hudson,Sullivan,39223,35629,8/16/21
Southern Tier,Tioga,21383,20185,8/16/21
Southern Tier,Tompkins,70016,66497,8/16/21
Mid-Hudson,Ulster,119109,109145,8/16/21
Capital Region,Warren,43715,41487,8/16/21
Capital Region,Washington,34497,32724,8/16/21
Finger Lakes,Wayne,52247,49221,8/16/21
Mid-Hudson,Westchester,665719,608208,8/16/21
Finger Lakes,Wyoming,18746,17558,8/16/21
Finger Lakes,Yates,11887,11173,8/16/21
Capital Region,Albany,201730,187199,8/15/21
Western New York,Allegany,18000,16848,8/15/21
New York City,Bronx,770041,672511,8/15/21
Southern Tier,Broome,110413,104011,8/15/21
Western New York,Cattaraugus,34602,32055,8/15/21
Central New York,Cayuga,40758,38026,8/15/21
Western New York,Chautauqua,64156,59257,8/15/21
Southern Tier,Chemung,39256,37007,8/15/21
Southern Tier,Chenango,25805,24233,8/15/21
North Country,Clinton,49298,46876,8/15/21
Capital Region,Columbia,37384,34572,8/15/21
Central New York,Cortland,24362,22945,8/15/21
Southern Tier,Delaware,21979,20422,8/15/21
Mid-Hudson,Dutchess,180794,162984,8/15/21
Western New York,Erie,566932,529202,8/15/21
North Country,Essex,23117,21963,8/15/21
North Country,Franklin,25710,24099,8/15/21
Mohawk Valley,Fulton,24526,22897,8/15/21
Finger Lakes,Genesee,30280,28294,8/15/21
Capital Region,Greene,26129,23703,8/15/21
North Country,Hamilton,3136,2941,8/15/21
Mohawk Valley,Herkimer,30346,28120,8/15/21
North Country,Jefferson,59495,49035,8/15/21
New York City,Kings,1418664,1273369,8/15/21
North Country,Lewis,11705,11027,8/15/21
Finger Lakes,Livingston,33243,31487,8/15/21
Central New York,Madison,45247,42313,8/15/21
Finger Lakes,Monroe,466153,440976,8/15/21
Mohawk Valley,Montgomery,28605,26687,8/15/21
Long Island,Nassau,963006,881763,8/15/21
New York City,New York,1187261,1081851,8/15/21
Western New York,Niagara,120404,112942,8/15/21
Mohawk Valley,Oneida,124519,115500,8/15/21
Central New York,Onondaga,298077,278183,8/15/21
Finger Lakes,Ontario,69301,65736,8/15/21
Mid-Hudson,Orange,199688,180285,8/15/21
Finger Lakes,Orleans,19179,17982,8/15/21
Central New York,Oswego,64441,60477,8/15/21
Mohawk Valley,Otsego,33418,31436,8/15/21
Mid-Hudson,Putnam,65646,59311,8/15/21
New York City,Queens,1597543,1435865,8/15/21
Capital Region,Rensselaer,97022,90652,8/15/21
New York City,Richmond,277521,249180,8/15/21
Mid-Hudson,Rockland,178685,160692,8/15/21
Capital Region,Saratoga,155532,146690,8/15/21
Capital Region,Schenectady,109764,101936,8/15/21
Mohawk Valley,Schoharie,15998,15003,8/15/21
Southern Tier,Schuyler,9245,8717,8/15/21
Finger Lakes,Seneca,16163,15111,8/15/21
North Country,St. Lawrence,57465,53794,8/15/21
Southern Tier,Steuben,43810,41439,8/15/21
Long Island,Suffolk,955440,865105,8/15/21
Mid-Hudson,Sullivan,39163,35578,8/15/21
Southern Tier,Tioga,21365,20172,8/15/21
Southern Tier,Tompkins,69946,66457,8/15/21
Mid-Hudson,Ulster,118919,109037,8/15/21
Capital Region,Warren,43661,41450,8/15/21
Capital Region,Washington,34458,32687,8/15/21
Finger Lakes,Wayne,52180,49169,8/15/21
Mid-Hudson,Westchester,664405,607275,8/15/21
Finger Lakes,Wyoming,18732,17548,8/15/21
Finger Lakes,Yates,11879,11167,8/15/21
Capital Region,Albany,201580,187116,8/14/21
Western New York,Allegany,17991,16838,8/14/21
New York City,Bronx,768867,671826,8/14/21
Southern Tier,Broome,110307,103953,8/14/21
Western New York,Cattaraugus,34579,32033,8/14/21
Central New York,Cayuga,40722,38015,8/14/21
Western New York,Chautauqua,64105,59224,8/14/21
Southern Tier,Chemung,39236,36990,8/14/21
Southern Tier,Chenango,25784,24218,8/14/21
North Country,Clinton,49283,46857,8/14/21
Capital Region,Columbia,37351,34549,8/14/21
Central New York,Cortland,24323,22928,8/14/21
Southern Tier,Delaware,21949,20413,8/14/21
Mid-Hudson,Dutchess,180569,162864,8/14/21
Western New York,Erie,566438,528808,8/14/21
North Country,Essex,23104,21954,8/14/21
North Country,Franklin,25695,24089,8/14/21
Mohawk Valley,Fulton,24508,22882,8/14/21
Finger Lakes,Genesee,30251,28268,8/14/21
Capital Region,Greene,26107,23691,8/14/21
North Country,Hamilton,3134,2939,8/14/21
Mohawk Valley,Herkimer,30311,28100,8/14/21
North Country,Jefferson,59451,49016,8/14/21
New York City,Kings,1416060,1271613,8/14/21
North Country,Lewis,11702,11026,8/14/21
Finger Lakes,Livingston,33225,31471,8/14/21
Central New York,Madison,45214,42293,8/14/21
Finger Lakes,Monroe,465671,440649,8/14/21
Mohawk Valley,Montgomery,28581,26674,8/14/21
Long Island,Nassau,961658,880868,8/14/21
New York City,New York,1185995,1081123,8/14/21
Western New York,Niagara,120305,112882,8/14/21
Mohawk Valley,Oneida,124428,115437,8/14/21
Central New York,Onondaga,297867,278022,8/14/21
Finger Lakes,Ontario,69240,65711,8/14/21
Mid-Hudson,Orange,199388,180095,8/14/21
Finger Lakes,Orleans,19159,17971,8/14/21
Central New York,Oswego,64380,60452,8/14/21
Mohawk Valley,Otsego,33383,31421,8/14/21
Mid-Hudson,Putnam,65589,59252,8/14/21
New York City,Queens,1594971,1434083,8/14/21
Capital Region,Rensselaer,96951,90598,8/14/21
New York City,Richmond,276900,248820,8/14/21
Mid-Hudson,Rockland,178422,160510,8/14/21
Capital Region,Saratoga,155422,146639,8/14/21
Capital Region,Schenectady,109661,101886,8/14/21
Mohawk Valley,Schoharie,15976,14995,8/14/21
Southern Tier,Schuyler,9240,8713,8/14/21
Finger Lakes,Seneca,16156,15104,8/14/21
North Country,St. Lawrence,57427,53770,8/14/21
Southern Tier,Steuben,43790,41409,8/14/21
Long Island,Suffolk,953914,864145,8/14/21
Mid-Hudson,Sullivan,39118,35546,8/14/21
Southern Tier,Tioga,21344,20154,8/14/21
Southern Tier,Tompkins,69899,66431,8/14/21
Mid-Hudson,Ulster,118792,108967,8/14/21
Capital Region,Warren,43620,41433,8/14/21
